ReferenceDate,VariableValue,VariableCode,PublicationDate
1959-01-01,"1356,5",PCEC96,2024-08-30
1959-02-01,"1369,9",PCEC96,2024-08-30
1959-03-01,"1383,4",PCEC96,2024-08-30
1959-04-01,"1378,8",PCEC96,2024-08-30
1959-05-01,"1395,3",PCEC96,2024-08-30
1959-06-01,"1400,9",PCEC96,2024-08-30
1959-07-01,"1396,7",PCEC96,2024-08-30
1959-08-01,"1405,4",PCEC96,2024-08-30
1959-09-01,"1419,4",PCEC96,2024-08-30
1959-10-01,"1410,2",PCEC96,2024-08-30
1959-11-01,"1409,5",PCEC96,2024-08-30
1959-12-01,"1408,7",PCEC96,2024-08-30
1960-01-01,"1412,4",PCEC96,2024-08-30
1960-02-01,"1417,9",PCEC96,2024-08-30
1960-03-01,"1437,3",PCEC96,2024-08-30
1960-04-01,"1459,3",PCEC96,2024-08-30
1960-05-01,1430,PCEC96,2024-08-30
1960-06-01,"1429,7",PCEC96,2024-08-30
1960-07-01,"1432,3",PCEC96,2024-08-30
1960-08-01,"1430,9",PCEC96,2024-08-30
1960-09-01,"1437,2",PCEC96,2024-08-30
1960-10-01,"1443,8",PCEC96,2024-08-30
1960-11-01,"1439,1",PCEC96,2024-08-30
1960-12-01,"1421,4",PCEC96,2024-08-30
1961-01-01,"1424,6",PCEC96,2024-08-30
1961-02-01,"1430,2",PCEC96,2024-08-30
1961-03-01,"1447,9",PCEC96,2024-08-30
1961-04-01,"1448,7",PCEC96,2024-08-30
1961-05-01,"1457,1",PCEC96,2024-08-30
1961-06-01,"1461,3",PCEC96,2024-08-30
1961-07-01,"1457,2",PCEC96,2024-08-30
1961-08-01,"1462,5",PCEC96,2024-08-30
1961-09-01,"1470,8",PCEC96,2024-08-30
1961-10-01,"1479,8",PCEC96,2024-08-30
1961-11-01,"1494,1",PCEC96,2024-08-30
1961-12-01,"1504,3",PCEC96,2024-08-30
1962-01-01,"1504,9",PCEC96,2024-08-30
1962-02-01,1504,PCEC96,2024-08-30
1962-03-01,"1516,4",PCEC96,2024-08-30
1962-04-01,"1521,2",PCEC96,2024-08-30
1962-05-01,"1532,9",PCEC96,2024-08-30
1962-06-01,"1525,9",PCEC96,2024-08-30
1962-07-01,"1531,1",PCEC96,2024-08-30
1962-08-01,"1535,3",PCEC96,2024-08-30
1962-09-01,"1552,3",PCEC96,2024-08-30
1962-10-01,"1544,4",PCEC96,2024-08-30
1962-11-01,"1564,6",PCEC96,2024-08-30
1962-12-01,"1572,9",PCEC96,2024-08-30
1963-01-01,"1572,4",PCEC96,2024-08-30
1963-02-01,"1566,7",PCEC96,2024-08-30
1963-03-01,"1574,7",PCEC96,2024-08-30
1963-04-01,"1580,3",PCEC96,2024-08-30
1963-05-01,"1581,5",PCEC96,2024-08-30
1963-06-01,"1597,2",PCEC96,2024-08-30
1963-07-01,"1605,2",PCEC96,2024-08-30
1963-08-01,"1610,4",PCEC96,2024-08-30
1963-09-01,"1607,1",PCEC96,2024-08-30
1963-10-01,"1606,8",PCEC96,2024-08-30
1963-11-01,"1618,3",PCEC96,2024-08-30
1963-12-01,"1638,4",PCEC96,2024-08-30
1964-01-01,"1643,5",PCEC96,2024-08-30
1964-02-01,"1655,8",PCEC96,2024-08-30
1964-03-01,"1661,4",PCEC96,2024-08-30
1964-04-01,"1664,8",PCEC96,2024-08-30
1964-05-01,"1687,2",PCEC96,2024-08-30
1964-06-01,"1697,2",PCEC96,2024-08-30
1964-07-01,"1709,2",PCEC96,2024-08-30
1964-08-01,"1719,9",PCEC96,2024-08-30
1964-09-01,"1712,6",PCEC96,2024-08-30
1964-10-01,"1723,5",PCEC96,2024-08-30
1964-11-01,"1707,7",PCEC96,2024-08-30
1964-12-01,"1724,5",PCEC96,2024-08-30
1965-01-01,"1736,2",PCEC96,2024-08-30
1965-02-01,"1763,7",PCEC96,2024-08-30
1965-03-01,"1768,8",PCEC96,2024-08-30
1965-04-01,"1781,8",PCEC96,2024-08-30
1965-05-01,"1780,4",PCEC96,2024-08-30
1965-06-01,"1766,2",PCEC96,2024-08-30
1965-07-01,"1787,5",PCEC96,2024-08-30
1965-08-01,"1800,4",PCEC96,2024-08-30
1965-09-01,"1830,4",PCEC96,2024-08-30
1965-10-01,1857,PCEC96,2024-08-30
1965-11-01,"1856,4",PCEC96,2024-08-30
1965-12-01,"1860,6",PCEC96,2024-08-30
1966-01-01,"1872,5",PCEC96,2024-08-30
1966-02-01,"1884,9",PCEC96,2024-08-30
1966-03-01,"1899,3",PCEC96,2024-08-30
1966-04-01,"1901,1",PCEC96,2024-08-30
1966-05-01,"1883,2",PCEC96,2024-08-30
1966-06-01,"1888,6",PCEC96,2024-08-30
1966-07-01,"1904,4",PCEC96,2024-08-30
1966-08-01,"1907,6",PCEC96,2024-08-30
1966-09-01,"1925,1",PCEC96,2024-08-30
1966-10-01,"1916,4",PCEC96,2024-08-30
1966-11-01,"1919,1",PCEC96,2024-08-30
1966-12-01,"1921,9",PCEC96,2024-08-30
1967-01-01,"2038,9",PCEC96,2024-08-30
1967-02-01,"2031,4",PCEC96,2024-08-30
1967-03-01,"2041,7",PCEC96,2024-08-30
1967-04-01,"2060,7",PCEC96,2024-08-30
1967-05-01,"2060,6",PCEC96,2024-08-30
1967-06-01,"2072,4",PCEC96,2024-08-30
1967-07-01,"2065,2",PCEC96,2024-08-30
1967-08-01,"2071,5",PCEC96,2024-08-30
1967-09-01,"2088,9",PCEC96,2024-08-30
1967-10-01,"2069,4",PCEC96,2024-08-30
1967-11-01,"2083,2",PCEC96,2024-08-30
1967-12-01,"2110,9",PCEC96,2024-08-30
1968-01-01,"2122,9",PCEC96,2024-08-30
1968-02-01,"2124,9",PCEC96,2024-08-30
1968-03-01,"2160,7",PCEC96,2024-08-30
1968-04-01,"2153,3",PCEC96,2024-08-30
1968-05-01,"2168,3",PCEC96,2024-08-30
1968-06-01,"2187,3",PCEC96,2024-08-30
1968-07-01,"2207,4",PCEC96,2024-08-30
1968-08-01,"2213,9",PCEC96,2024-08-30
1968-09-01,"2210,8",PCEC96,2024-08-30
1968-10-01,"2214,3",PCEC96,2024-08-30
1968-11-01,"2226,3",PCEC96,2024-08-30
1968-12-01,"2220,6",PCEC96,2024-08-30
1969-01-01,"2238,7",PCEC96,2024-08-30
1969-02-01,"2252,8",PCEC96,2024-08-30
1969-03-01,2243,PCEC96,2024-08-30
1969-04-01,2252,PCEC96,2024-08-30
1969-05-01,"2266,5",PCEC96,2024-08-30
1969-06-01,2258,PCEC96,2024-08-30
1969-07-01,"2254,4",PCEC96,2024-08-30
1969-08-01,"2275,2",PCEC96,2024-08-30
1969-09-01,"2277,4",PCEC96,2024-08-30
1969-10-01,"2288,9",PCEC96,2024-08-30
1969-11-01,"2286,2",PCEC96,2024-08-30
1969-12-01,"2284,4",PCEC96,2024-08-30
1970-01-01,"2298,1",PCEC96,2024-08-30
1970-02-01,2308,PCEC96,2024-08-30
1970-03-01,"2296,5",PCEC96,2024-08-30
1970-04-01,"2298,6",PCEC96,2024-08-30
1970-05-01,"2314,7",PCEC96,2024-08-30
1970-06-01,"2322,7",PCEC96,2024-08-30
1970-07-01,2322,PCEC96,2024-08-30
1970-08-01,"2331,7",PCEC96,2024-08-30
1970-09-01,"2342,8",PCEC96,2024-08-30
1970-10-01,"2328,4",PCEC96,2024-08-30
1970-11-01,"2312,6",PCEC96,2024-08-30
1970-12-01,"2333,6",PCEC96,2024-08-30
1971-01-01,"2366,4",PCEC96,2024-08-30
1971-02-01,2371,PCEC96,2024-08-30
1971-03-01,"2372,1",PCEC96,2024-08-30
1971-04-01,2386,PCEC96,2024-08-30
1971-05-01,"2384,7",PCEC96,2024-08-30
1971-06-01,"2403,4",PCEC96,2024-08-30
1971-07-01,"2392,6",PCEC96,2024-08-30
1971-08-01,"2406,2",PCEC96,2024-08-30
1971-09-01,"2430,7",PCEC96,2024-08-30
1971-10-01,"2436,4",PCEC96,2024-08-30
1971-11-01,2449,PCEC96,2024-08-30
1971-12-01,"2464,2",PCEC96,2024-08-30
1972-01-01,"2465,5",PCEC96,2024-08-30
1972-02-01,"2470,7",PCEC96,2024-08-30
1972-03-01,"2510,3",PCEC96,2024-08-30
1972-04-01,"2516,7",PCEC96,2024-08-30
1972-05-01,"2528,9",PCEC96,2024-08-30
1972-06-01,"2536,9",PCEC96,2024-08-30
1972-07-01,"2555,4",PCEC96,2024-08-30
1972-08-01,"2568,9",PCEC96,2024-08-30
1972-09-01,"2573,3",PCEC96,2024-08-30
1972-10-01,"2616,1",PCEC96,2024-08-30
1972-11-01,"2626,6",PCEC96,2024-08-30
1972-12-01,"2636,5",PCEC96,2024-08-30
1973-01-01,"2662,2",PCEC96,2024-08-30
1973-02-01,"2678,9",PCEC96,2024-08-30
1973-03-01,"2681,4",PCEC96,2024-08-30
1973-04-01,"2669,8",PCEC96,2024-08-30
1973-05-01,"2675,6",PCEC96,2024-08-30
1973-06-01,2669,PCEC96,2024-08-30
1973-07-01,"2691,2",PCEC96,2024-08-30
1973-08-01,"2658,2",PCEC96,2024-08-30
1973-09-01,"2698,2",PCEC96,2024-08-30
1973-10-01,"2679,7",PCEC96,2024-08-30
1973-11-01,"2684,8",PCEC96,2024-08-30
1973-12-01,"2662,2",PCEC96,2024-08-30
1974-01-01,"2661,7",PCEC96,2024-08-30
1974-02-01,"2645,8",PCEC96,2024-08-30
1974-03-01,"2649,7",PCEC96,2024-08-30
1974-04-01,"2658,8",PCEC96,2024-08-30
1974-05-01,"2666,9",PCEC96,2024-08-30
1974-06-01,"2660,2",PCEC96,2024-08-30
1974-07-01,"2669,1",PCEC96,2024-08-30
1974-08-01,"2687,8",PCEC96,2024-08-30
1974-09-01,"2659,6",PCEC96,2024-08-30
1974-10-01,"2649,9",PCEC96,2024-08-30
1974-11-01,"2620,7",PCEC96,2024-08-30
1974-12-01,"2614,7",PCEC96,2024-08-30
1975-01-01,"2634,4",PCEC96,2024-08-30
1975-02-01,2658,PCEC96,2024-08-30
1975-03-01,"2653,8",PCEC96,2024-08-30
1975-04-01,"2657,4",PCEC96,2024-08-30
1975-05-01,"2712,1",PCEC96,2024-08-30
1975-06-01,"2716,7",PCEC96,2024-08-30
1975-07-01,"2727,4",PCEC96,2024-08-30
1975-08-01,"2734,8",PCEC96,2024-08-30
1975-09-01,"2741,7",PCEC96,2024-08-30
1975-10-01,"2741,2",PCEC96,2024-08-30
1975-11-01,"2763,1",PCEC96,2024-08-30
1975-12-01,"2789,6",PCEC96,2024-08-30
1976-01-01,"2820,7",PCEC96,2024-08-30
1976-02-01,2819,PCEC96,2024-08-30
1976-03-01,"2834,3",PCEC96,2024-08-30
1976-04-01,2854,PCEC96,2024-08-30
1976-05-01,"2833,3",PCEC96,2024-08-30
1976-06-01,"2865,4",PCEC96,2024-08-30
1976-07-01,"2873,3",PCEC96,2024-08-30
1976-08-01,"2878,1",PCEC96,2024-08-30
1976-09-01,"2889,5",PCEC96,2024-08-30
1976-10-01,"2895,2",PCEC96,2024-08-30
1976-11-01,"2912,5",PCEC96,2024-08-30
1976-12-01,"2951,1",PCEC96,2024-08-30
1977-01-01,"2943,3",PCEC96,2024-08-30
1977-02-01,"2959,3",PCEC96,2024-08-30
1977-03-01,"2961,5",PCEC96,2024-08-30
1977-04-01,"2965,5",PCEC96,2024-08-30
1977-05-01,"2973,6",PCEC96,2024-08-30
1977-06-01,"2972,4",PCEC96,2024-08-30
1977-07-01,"2995,7",PCEC96,2024-08-30
1977-08-01,"2995,8",PCEC96,2024-08-30
1977-09-01,"3005,9",PCEC96,2024-08-30
1977-10-01,"3029,9",PCEC96,2024-08-30
1977-11-01,"3047,9",PCEC96,2024-08-30
1977-12-01,"3054,1",PCEC96,2024-08-30
1978-01-01,"3020,9",PCEC96,2024-08-30
1978-02-01,"3065,5",PCEC96,2024-08-30
1978-03-01,"3095,9",PCEC96,2024-08-30
1978-04-01,"3114,2",PCEC96,2024-08-30
1978-05-01,"3127,6",PCEC96,2024-08-30
1978-06-01,"3139,4",PCEC96,2024-08-30
1978-07-01,"3125,4",PCEC96,2024-08-30
1978-08-01,"3154,5",PCEC96,2024-08-30
1978-09-01,"3149,5",PCEC96,2024-08-30
1978-10-01,"3154,1",PCEC96,2024-08-30
1978-11-01,3165,PCEC96,2024-08-30
1978-12-01,"3184,3",PCEC96,2024-08-30
1979-01-01,3176,PCEC96,2024-08-30
1979-02-01,"3193,3",PCEC96,2024-08-30
1979-03-01,"3196,6",PCEC96,2024-08-30
1979-04-01,"3177,7",PCEC96,2024-08-30
1979-05-01,"3184,2",PCEC96,2024-08-30
1979-06-01,3191,PCEC96,2024-08-30
1979-07-01,"3187,3",PCEC96,2024-08-30
1979-08-01,"3222,7",PCEC96,2024-08-30
1979-09-01,"3231,7",PCEC96,2024-08-30
1979-10-01,"3222,1",PCEC96,2024-08-30
1979-11-01,"3231,9",PCEC96,2024-08-30
1979-12-01,"3223,3",PCEC96,2024-08-30
1980-01-01,"3249,6",PCEC96,2024-08-30
1980-02-01,"3222,2",PCEC96,2024-08-30
1980-03-01,"3195,3",PCEC96,2024-08-30
1980-04-01,"3155,2",PCEC96,2024-08-30
1980-05-01,3139,PCEC96,2024-08-30
1980-06-01,"3153,2",PCEC96,2024-08-30
1980-07-01,"3179,5",PCEC96,2024-08-30
1980-08-01,"3182,7",PCEC96,2024-08-30
1980-09-01,"3181,4",PCEC96,2024-08-30
1980-10-01,"3218,4",PCEC96,2024-08-30
1980-11-01,"3208,6",PCEC96,2024-08-30
1980-12-01,"3231,1",PCEC96,2024-08-30
1981-01-01,"3233,8",PCEC96,2024-08-30
1981-02-01,"3227,3",PCEC96,2024-08-30
1981-03-01,"3237,9",PCEC96,2024-08-30
1981-04-01,3227,PCEC96,2024-08-30
1981-05-01,"3228,4",PCEC96,2024-08-30
1981-06-01,"3251,1",PCEC96,2024-08-30
1981-07-01,3244,PCEC96,2024-08-30
1981-08-01,"3264,6",PCEC96,2024-08-30
1981-09-01,3243,PCEC96,2024-08-30
1981-10-01,"3224,8",PCEC96,2024-08-30
1981-11-01,"3216,2",PCEC96,2024-08-30
1981-12-01,"3234,2",PCEC96,2024-08-30
1982-01-01,"3226,8",PCEC96,2024-08-30
1982-02-01,"3255,2",PCEC96,2024-08-30
1982-03-01,"3251,1",PCEC96,2024-08-30
1982-04-01,"3252,9",PCEC96,2024-08-30
1982-05-01,"3262,5",PCEC96,2024-08-30
1982-06-01,"3244,8",PCEC96,2024-08-30
1982-07-01,"3263,7",PCEC96,2024-08-30
1982-08-01,"3265,5",PCEC96,2024-08-30
1982-09-01,"3294,8",PCEC96,2024-08-30
1982-10-01,"3308,1",PCEC96,2024-08-30
1982-11-01,"3333,7",PCEC96,2024-08-30
1982-12-01,"3347,1",PCEC96,2024-08-30
1983-01-01,3349,PCEC96,2024-08-30
1983-02-01,"3347,7",PCEC96,2024-08-30
1983-03-01,"3383,6",PCEC96,2024-08-30
1983-04-01,"3405,8",PCEC96,2024-08-30
1983-05-01,"3426,4",PCEC96,2024-08-30
1983-06-01,"3458,2",PCEC96,2024-08-30
1983-07-01,"3478,7",PCEC96,2024-08-30
1983-08-01,"3483,9",PCEC96,2024-08-30
1983-09-01,"3491,6",PCEC96,2024-08-30
1983-10-01,"3521,7",PCEC96,2024-08-30
1983-11-01,"3531,8",PCEC96,2024-08-30
1983-12-01,"3572,9",PCEC96,2024-08-30
1984-01-01,"3602,6",PCEC96,2024-08-30
1984-02-01,"3553,8",PCEC96,2024-08-30
1984-03-01,"3582,9",PCEC96,2024-08-30
1984-04-01,"3606,2",PCEC96,2024-08-30
1984-05-01,"3626,9",PCEC96,2024-08-30
1984-06-01,"3651,8",PCEC96,2024-08-30
1984-07-01,3635,PCEC96,2024-08-30
1984-08-01,"3649,6",PCEC96,2024-08-30
1984-09-01,"3675,9",PCEC96,2024-08-30
1984-10-01,"3665,2",PCEC96,2024-08-30
1984-11-01,"3717,5",PCEC96,2024-08-30
1984-12-01,"3719,8",PCEC96,2024-08-30
1985-01-01,"3749,2",PCEC96,2024-08-30
1985-02-01,"3763,3",PCEC96,2024-08-30
1985-03-01,"3757,9",PCEC96,2024-08-30
1985-04-01,"3768,9",PCEC96,2024-08-30
1985-05-01,"3812,6",PCEC96,2024-08-30
1985-06-01,3793,PCEC96,2024-08-30
1985-07-01,"3817,9",PCEC96,2024-08-30
1985-08-01,"3854,4",PCEC96,2024-08-30
1985-09-01,"3910,4",PCEC96,2024-08-30
1985-10-01,"3852,1",PCEC96,2024-08-30
1985-11-01,3864,PCEC96,2024-08-30
1985-12-01,"3906,7",PCEC96,2024-08-30
1986-01-01,"3909,7",PCEC96,2024-08-30
1986-02-01,"3900,5",PCEC96,2024-08-30
1986-03-01,"3913,5",PCEC96,2024-08-30
1986-04-01,"3937,6",PCEC96,2024-08-30
1986-05-01,3961,PCEC96,2024-08-30
1986-06-01,"3952,5",PCEC96,2024-08-30
1986-07-01,"3978,1",PCEC96,2024-08-30
1986-08-01,"3996,5",PCEC96,2024-08-30
1986-09-01,"4084,5",PCEC96,2024-08-30
1986-10-01,"4026,2",PCEC96,2024-08-30
1986-11-01,4013,PCEC96,2024-08-30
1986-12-01,4101,PCEC96,2024-08-30
1987-01-01,"4001,2",PCEC96,2024-08-30
1987-02-01,"4073,4",PCEC96,2024-08-30
1987-03-01,"4074,6",PCEC96,2024-08-30
1987-04-01,"4094,3",PCEC96,2024-08-30
1987-05-01,"4096,5",PCEC96,2024-08-30
1987-06-01,"4113,7",PCEC96,2024-08-30
1987-07-01,"4132,6",PCEC96,2024-08-30
1987-08-01,"4164,3",PCEC96,2024-08-30
1987-09-01,"4144,1",PCEC96,2024-08-30
1987-10-01,4143,PCEC96,2024-08-30
1987-11-01,"4145,3",PCEC96,2024-08-30
1987-12-01,"4177,5",PCEC96,2024-08-30
1988-01-01,"4213,8",PCEC96,2024-08-30
1988-02-01,"4217,1",PCEC96,2024-08-30
1988-03-01,4253,PCEC96,2024-08-30
1988-04-01,"4235,7",PCEC96,2024-08-30
1988-05-01,"4261,4",PCEC96,2024-08-30
1988-06-01,"4273,1",PCEC96,2024-08-30
1988-07-01,"4282,8",PCEC96,2024-08-30
1988-08-01,"4302,1",PCEC96,2024-08-30
1988-09-01,"4289,8",PCEC96,2024-08-30
1988-10-01,"4327,7",PCEC96,2024-08-30
1988-11-01,"4336,6",PCEC96,2024-08-30
1988-12-01,4360,PCEC96,2024-08-30
1989-01-01,"4364,2",PCEC96,2024-08-30
1989-02-01,"4355,5",PCEC96,2024-08-30
1989-03-01,"4351,6",PCEC96,2024-08-30
1989-04-01,"4376,5",PCEC96,2024-08-30
1989-05-01,"4370,9",PCEC96,2024-08-30
1989-06-01,"4376,9",PCEC96,2024-08-30
1989-07-01,"4388,7",PCEC96,2024-08-30
1989-08-01,4431,PCEC96,2024-08-30
1989-09-01,"4420,6",PCEC96,2024-08-30
1989-10-01,4418,PCEC96,2024-08-30
1989-11-01,"4418,5",PCEC96,2024-08-30
1989-12-01,"4451,7",PCEC96,2024-08-30
1990-01-01,"4768,8",PCEC96,2024-08-30
1990-02-01,"4743,6",PCEC96,2024-08-30
1990-03-01,"4758,9",PCEC96,2024-08-30
1990-04-01,"4769,7",PCEC96,2024-08-30
1990-05-01,"4766,8",PCEC96,2024-08-30
1990-06-01,"4782,5",PCEC96,2024-08-30
1990-07-01,"4791,5",PCEC96,2024-08-30
1990-08-01,"4793,7",PCEC96,2024-08-30
1990-09-01,"4792,6",PCEC96,2024-08-30
1990-10-01,4767,PCEC96,2024-08-30
1990-11-01,"4763,3",PCEC96,2024-08-30
1990-12-01,"4744,5",PCEC96,2024-08-30
1991-01-01,"4699,7",PCEC96,2024-08-30
1991-02-01,"4728,8",PCEC96,2024-08-30
1991-03-01,"4785,7",PCEC96,2024-08-30
1991-04-01,"4771,6",PCEC96,2024-08-30
1991-05-01,"4783,3",PCEC96,2024-08-30
1991-06-01,"4783,4",PCEC96,2024-08-30
1991-07-01,"4804,8",PCEC96,2024-08-30
1991-08-01,"4796,8",PCEC96,2024-08-30
1991-09-01,"4798,8",PCEC96,2024-08-30
1991-10-01,"4780,5",PCEC96,2024-08-30
1991-11-01,"4801,8",PCEC96,2024-08-30
1991-12-01,"4805,5",PCEC96,2024-08-30
1992-01-01,"4871,2",PCEC96,2024-08-30
1992-02-01,"4873,8",PCEC96,2024-08-30
1992-03-01,"4879,8",PCEC96,2024-08-30
1992-04-01,"4883,6",PCEC96,2024-08-30
1992-05-01,4907,PCEC96,2024-08-30
1992-06-01,"4918,5",PCEC96,2024-08-30
1992-07-01,"4933,4",PCEC96,2024-08-30
1992-08-01,"4945,4",PCEC96,2024-08-30
1992-09-01,"4976,7",PCEC96,2024-08-30
1992-10-01,"4993,2",PCEC96,2024-08-30
1992-11-01,"5001,2",PCEC96,2024-08-30
1992-12-01,"5033,8",PCEC96,2024-08-30
1993-01-01,"5026,3",PCEC96,2024-08-30
1993-02-01,"5034,8",PCEC96,2024-08-30
1993-03-01,"5020,8",PCEC96,2024-08-30
1993-04-01,"5054,1",PCEC96,2024-08-30
1993-05-01,"5071,2",PCEC96,2024-08-30
1993-06-01,"5090,4",PCEC96,2024-08-30
1993-07-01,"5114,4",PCEC96,2024-08-30
1993-08-01,"5119,1",PCEC96,2024-08-30
1993-09-01,"5148,3",PCEC96,2024-08-30
1993-10-01,"5157,8",PCEC96,2024-08-30
1993-11-01,"5171,7",PCEC96,2024-08-30
1993-12-01,"5189,3",PCEC96,2024-08-30
1994-01-01,"5203,1",PCEC96,2024-08-30
1994-02-01,5244,PCEC96,2024-08-30
1994-03-01,"5243,8",PCEC96,2024-08-30
1994-04-01,"5264,6",PCEC96,2024-08-30
1994-05-01,"5254,2",PCEC96,2024-08-30
1994-06-01,"5285,1",PCEC96,2024-08-30
1994-07-01,"5281,2",PCEC96,2024-08-30
1994-08-01,"5314,8",PCEC96,2024-08-30
1994-09-01,"5321,1",PCEC96,2024-08-30
1994-10-01,"5353,3",PCEC96,2024-08-30
1994-11-01,"5355,5",PCEC96,2024-08-30
1994-12-01,"5367,4",PCEC96,2024-08-30
1995-01-01,"6000,4",PCEC96,2024-08-30
1995-02-01,"5987,1",PCEC96,2024-08-30
1995-03-01,"6017,2",PCEC96,2024-08-30
1995-04-01,"6006,3",PCEC96,2024-08-30
1995-05-01,6049,PCEC96,2024-08-30
1995-06-01,6097,PCEC96,2024-08-30
1995-07-01,"6080,3",PCEC96,2024-08-30
1995-08-01,"6109,9",PCEC96,2024-08-30
1995-09-01,"6124,4",PCEC96,2024-08-30
1995-10-01,"6101,1",PCEC96,2024-08-30
1995-11-01,"6151,8",PCEC96,2024-08-30
1995-12-01,"6190,5",PCEC96,2024-08-30
1996-01-01,"6162,2",PCEC96,2024-08-30
1996-02-01,"6209,4",PCEC96,2024-08-30
1996-03-01,"6240,5",PCEC96,2024-08-30
1996-04-01,"6265,5",PCEC96,2024-08-30
1996-05-01,"6274,6",PCEC96,2024-08-30
1996-06-01,"6282,5",PCEC96,2024-08-30
1996-07-01,"6294,8",PCEC96,2024-08-30
1996-08-01,"6316,1",PCEC96,2024-08-30
1996-09-01,"6324,4",PCEC96,2024-08-30
1996-10-01,"6344,2",PCEC96,2024-08-30
1996-11-01,"6360,8",PCEC96,2024-08-30
1996-12-01,"6384,5",PCEC96,2024-08-30
1997-01-01,6414,PCEC96,2024-08-30
1997-02-01,"6426,2",PCEC96,2024-08-30
1997-03-01,"6441,6",PCEC96,2024-08-30
1997-04-01,"6440,4",PCEC96,2024-08-30
1997-05-01,6444,PCEC96,2024-08-30
1997-06-01,"6475,5",PCEC96,2024-08-30
1997-07-01,"6536,4",PCEC96,2024-08-30
1997-08-01,"6576,2",PCEC96,2024-08-30
1997-09-01,"6576,5",PCEC96,2024-08-30
1997-10-01,"6608,7",PCEC96,2024-08-30
1997-11-01,"6634,5",PCEC96,2024-08-30
1997-12-01,"6671,2",PCEC96,2024-08-30
1998-01-01,"6665,6",PCEC96,2024-08-30
1998-02-01,"6708,7",PCEC96,2024-08-30
1998-03-01,"6738,1",PCEC96,2024-08-30
1998-04-01,"6772,4",PCEC96,2024-08-30
1998-05-01,"6820,7",PCEC96,2024-08-30
1998-06-01,"6865,2",PCEC96,2024-08-30
1998-07-01,"6870,3",PCEC96,2024-08-30
1998-08-01,6903,PCEC96,2024-08-30
1998-09-01,"6956,5",PCEC96,2024-08-30
1998-10-01,"6983,8",PCEC96,2024-08-30
1998-11-01,"7004,1",PCEC96,2024-08-30
1998-12-01,"7059,6",PCEC96,2024-08-30
1999-01-01,7582,PCEC96,2024-08-30
1999-02-01,7620,PCEC96,2024-08-30
1999-03-01,"7654,1",PCEC96,2024-08-30
1999-04-01,"7697,8",PCEC96,2024-08-30
1999-05-01,"7731,6",PCEC96,2024-08-30
1999-06-01,"7765,2",PCEC96,2024-08-30
1999-07-01,"7778,8",PCEC96,2024-08-30
1999-08-01,"7820,9",PCEC96,2024-08-30
1999-09-01,"7858,2",PCEC96,2024-08-30
1999-10-01,"7874,8",PCEC96,2024-08-30
1999-11-01,"7911,9",PCEC96,2024-08-30
1999-12-01,"8015,7",PCEC96,2024-08-30
2000-01-01,"7988,5",PCEC96,2024-08-30
2000-02-01,"8065,3",PCEC96,2024-08-30
2000-03-01,"8110,8",PCEC96,2024-08-30
2000-04-01,"8101,6",PCEC96,2024-08-30
2000-05-01,8139,PCEC96,2024-08-30
2000-06-01,8156,PCEC96,2024-08-30
2000-07-01,"8160,6",PCEC96,2024-08-30
2000-08-01,"8203,8",PCEC96,2024-08-30
2000-09-01,"8269,4",PCEC96,2024-08-30
2000-10-01,"8265,8",PCEC96,2024-08-30
2000-11-01,"8272,5",PCEC96,2024-08-30
2000-12-01,"8314,9",PCEC96,2024-08-30
2001-01-01,"8314,4",PCEC96,2024-08-30
2001-02-01,"8326,3",PCEC96,2024-08-30
2001-03-01,"8317,4",PCEC96,2024-08-30
2001-04-01,"8318,7",PCEC96,2024-08-30
2001-05-01,"8351,4",PCEC96,2024-08-30
2001-06-01,"8352,1",PCEC96,2024-08-30
2001-07-01,"8368,8",PCEC96,2024-08-30
2001-08-01,"8412,7",PCEC96,2024-08-30
2001-09-01,"8332,2",PCEC96,2024-08-30
2001-10-01,"8531,9",PCEC96,2024-08-30
2001-11-01,"8489,9",PCEC96,2024-08-30
2001-12-01,"8475,6",PCEC96,2024-08-30
2002-01-01,"9004,4",PCEC96,2024-08-30
2002-02-01,"9040,1",PCEC96,2024-08-30
2002-03-01,"9038,2",PCEC96,2024-08-30
2002-04-01,"9086,5",PCEC96,2024-08-30
2002-05-01,"9051,4",PCEC96,2024-08-30
2002-06-01,"9081,8",PCEC96,2024-08-30
2002-07-01,9142,PCEC96,2024-08-30
2002-08-01,"9155,3",PCEC96,2024-08-30
2002-09-01,"9112,9",PCEC96,2024-08-30
2002-10-01,"9150,1",PCEC96,2024-08-30
2002-11-01,"9176,2",PCEC96,2024-08-30
2002-12-01,"9236,3",PCEC96,2024-08-30
2003-01-01,9235,PCEC96,2024-08-30
2003-02-01,"9205,2",PCEC96,2024-08-30
2003-03-01,"9258,1",PCEC96,2024-08-30
2003-04-01,"9301,9",PCEC96,2024-08-30
2003-05-01,"9331,8",PCEC96,2024-08-30
2003-06-01,"9381,8",PCEC96,2024-08-30
2003-07-01,"9424,1",PCEC96,2024-08-30
2003-08-01,"9507,6",PCEC96,2024-08-30
2003-09-01,"9479,9",PCEC96,2024-08-30
2003-10-01,"9495,2",PCEC96,2024-08-30
2003-11-01,"9549,7",PCEC96,2024-08-30
2003-12-01,"9562,3",PCEC96,2024-08-30
2004-01-01,"9593,4",PCEC96,2024-08-30
2004-02-01,"9612,9",PCEC96,2024-08-30
